sale_id,order_id,sale_timestamp,product_id,quantity,staff_id
SALE-0002089,ORD-20250919-00692,19-09-2025 10:58,PROD-034,3,EMP-013
SALE-0002090,ORD-20250919-00693,19-09-2025 07:03,PROD-060,1,EMP-013
SALE-0002091,ORD-20250919-00693,19-09-2025 18:07,PROD-008,1,EMP-013
SALE-0002092,ORD-20250919-00693,19-09-2025 16:26,PROD-016,1,EMP-013
SALE-0002093,ORD-20250919-00693,19-09-2025 12:35,PROD-020,1,EMP-013
SALE-0002094,ORD-20250919-00693,19-09-2025 16:16,PROD-028,1,EMP-013
SALE-0002095,ORD-20250919-00694,19-09-2025 17:44,PROD-025,2,EMP-003
SALE-0002096,ORD-20250919-00694,19-09-2025 10:56,PROD-052,1,EMP-003
SALE-0002097,ORD-20250919-00695,19-09-2025 08:45,PROD-003,1,EMP-011
SALE-0002098,ORD-20250919-00695,19-09-2025 13:27,PROD-002,1,EMP-011
SALE-0002099,ORD-20250919-00695,19-09-2025 07:32,PROD-050,3,EMP-011
SALE-0002100,ORD-20250919-00696,19-09-2025 16:31,PROD-053,1,EMP-011
SALE-0002101,ORD-20250919-00696,19-09-2025 07:05,PROD-042,1,EMP-011
SALE-0002102,ORD-20250919-00696,19-09-2025 11:54,PROD-032,1,EMP-011
SALE-0002103,ORD-20250919-00696,19-09-2025 20:48,PROD-027,1,EMP-011
SALE-0002104,ORD-20250919-00696,19-09-2025 10:56,PROD-024,1,EMP-011
SALE-0002105,ORD-20250919-00697,19-09-2025 13:21,PROD-027,2,EMP-006
SALE-0002106,ORD-20250919-00698,19-09-2025 06:53,PROD-031,1,EMP-010
SALE-0002107,ORD-20250919-00698,19-09-2025 08:54,PROD-040,1,EMP-010
SALE-0002108,ORD-20250919-00698,19-09-2025 13:12,PROD-025,2,EMP-010
SALE-0002109,ORD-20250919-00698,19-09-2025 14:36,PROD-016,1,EMP-010
SALE-0002110,ORD-20250919-00699,19-09-2025 07:38,PROD-016,1,EMP-004
SALE-0002111,ORD-20250919-00699,19-09-2025 19:20,PROD-022,1,EMP-004
SALE-0002112,ORD-20250919-00700,19-09-2025 08:17,PROD-014,1,EMP-010
SALE-0002113,ORD-20250919-00700,19-09-2025 07:56,PROD-006,1,EMP-010
SALE-0002114,ORD-20250919-00701,19-09-2025 10:47,PROD-026,1,EMP-001
SALE-0002115,ORD-20250919-00701,19-09-2025 10:12,PROD-056,1,EMP-001
SALE-0002116,ORD-20250919-00701,19-09-2025 07:11,PROD-041,1,EMP-001
SALE-0002117,ORD-20250919-00701,19-09-2025 16:07,PROD-025,1,EMP-001
SALE-0002118,ORD-20250919-00702,19-09-2025 08:05,PROD-054,1,EMP-014
SALE-0002119,ORD-20250919-00702,19-09-2025 07:29,PROD-050,1,EMP-014
SALE-0002120,ORD-20250919-00702,19-09-2025 17:22,PROD-005,1,EMP-014
SALE-0002121,ORD-20250919-00703,19-09-2025 20:05,PROD-026,2,EMP-008
SALE-0002122,ORD-20250919-00703,19-09-2025 06:17,PROD-038,1,EMP-008
SALE-0002123,ORD-20250919-00703,19-09-2025 17:11,PROD-058,1,EMP-008
SALE-0002124,ORD-20250919-00704,19-09-2025 07:51,PROD-019,1,EMP-002
SALE-0002125,ORD-20250919-00704,19-09-2025 10:10,PROD-058,2,EMP-002
SALE-0002126,ORD-20250919-00704,19-09-2025 15:51,PROD-011,1,EMP-002
SALE-0002127,ORD-20250919-00704,19-09-2025 07:13,PROD-048,2,EMP-002
SALE-0002128,ORD-20250919-00705,19-09-2025 07:01,PROD-054,1,EMP-011
SALE-0002129,ORD-20250919-00705,19-09-2025 17:58,PROD-049,1,EMP-011
SALE-0002130,ORD-20250919-00705,19-09-2025 14:10,PROD-048,2,EMP-011
SALE-0002131,ORD-20250919-00706,19-09-2025 20:07,PROD-044,2,EMP-014
SALE-0002132,ORD-20250919-00707,19-09-2025 07:38,PROD-028,1,EMP-015
SALE-0002133,ORD-20250919-00707,19-09-2025 18:16,PROD-047,1,EMP-015
SALE-0002134,ORD-20250919-00707,19-09-2025 12:45,PROD-056,1,EMP-015
SALE-0002135,ORD-20250919-00707,19-09-2025 08:08,PROD-017,1,EMP-015
SALE-0002136,ORD-20250919-00707,19-09-2025 15:45,PROD-051,1,EMP-015
SALE-0002137,ORD-20250919-00708,19-09-2025 08:42,PROD-052,1,EMP-009
SALE-0002138,ORD-20250919-00708,19-09-2025 11:36,PROD-015,1,EMP-009
SALE-0002139,ORD-20250919-00709,19-09-2025 12:59,PROD-049,1,EMP-005
SALE-0002140,ORD-20250919-00709,19-09-2025 16:11,PROD-007,1,EMP-005
SALE-0002141,ORD-20250919-00709,19-09-2025 08:25,PROD-054,1,EMP-005
SALE-0002142,ORD-20250919-00710,19-09-2025 13:52,PROD-014,1,EMP-007
SALE-0002143,ORD-20250919-00710,19-09-2025 09:28,PROD-041,2,EMP-007
SALE-0002144,ORD-20250919-00710,19-09-2025 09:57,PROD-054,1,EMP-007
SALE-0002145,ORD-20250919-00711,19-09-2025 13:21,PROD-005,1,EMP-004
SALE-0002146,ORD-20250919-00711,19-09-2025 10:01,PROD-031,3,EMP-004
SALE-0002147,ORD-20250919-00711,19-09-2025 17:07,PROD-010,2,EMP-004
SALE-0002148,ORD-20250919-00711,19-09-2025 09:27,PROD-023,2,EMP-004
SALE-0002149,ORD-20250919-00712,19-09-2025 10:56,PROD-031,1,EMP-006
SALE-0002150,ORD-20250919-00712,19-09-2025 08:47,PROD-016,1,EMP-006
SALE-0002151,ORD-20250919-00712,19-09-2025 12:03,PROD-042,1,EMP-006
SALE-0002152,ORD-20250919-00712,19-09-2025 18:33,PROD-012,1,EMP-006
SALE-0002153,ORD-20250919-00712,19-09-2025 13:54,PROD-016,1,EMP-006
SALE-0002154,ORD-20250919-00713,19-09-2025 17:17,PROD-039,1,EMP-014
SALE-0002155,ORD-20250919-00713,19-09-2025 18:26,PROD-038,1,EMP-014
SALE-0002156,ORD-20250919-00713,19-09-2025 18:00,PROD-060,1,EMP-014
SALE-0002157,ORD-20250919-00713,19-09-2025 08:46,PROD-008,1,EMP-014
SALE-0002158,ORD-20250919-00713,19-09-2025 10:09,PROD-017,1,EMP-014
SALE-0002159,ORD-20250919-00714,19-09-2025 10:12,PROD-005,1,EMP-014
SALE-0002160,ORD-20250919-00714,19-09-2025 18:08,PROD-055,1,EMP-014
SALE-0002161,ORD-20250919-00715,19-09-2025 10:43,PROD-001,1,EMP-007
SALE-0002162,ORD-20250919-00715,19-09-2025 11:33,PROD-059,1,EMP-007
SALE-0002163,ORD-20250919-00716,19-09-2025 17:34,PROD-010,1,EMP-010
SALE-0002164,ORD-20250919-00716,19-09-2025 20:58,PROD-028,2,EMP-010
SALE-0002165,ORD-20250919-00716,19-09-2025 07:53,PROD-052,1,EMP-010
SALE-0002166,ORD-20250919-00716,19-09-2025 08:45,PROD-037,1,EMP-010
SALE-0002167,ORD-20250919-00717,19-09-2025 07:46,PROD-035,1,EMP-017
SALE-0002168,ORD-20250919-00717,19-09-2025 17:31,PROD-027,1,EMP-017
SALE-0002169,ORD-20250919-00718,19-09-2025 17:46,PROD-041,1,EMP-009
SALE-0002170,ORD-20250919-00719,19-09-2025 07:06,PROD-017,1,EMP-012
SALE-0002171,ORD-20250919-00719,19-09-2025 08:27,PROD-054,1,EMP-012
SALE-0002172,ORD-20250919-00719,19-09-2025 17:24,PROD-053,1,EMP-012
SALE-0002173,ORD-20250919-00720,19-09-2025 12:50,PROD-023,1,EMP-004
SALE-0002174,ORD-20250919-00720,19-09-2025 16:23,PROD-059,1,EMP-004
SALE-0002175,ORD-20250919-00720,19-09-2025 10:47,PROD-052,2,EMP-004
SALE-0002176,ORD-20250919-00720,19-09-2025 12:33,PROD-027,1,EMP-004
SALE-0002177,ORD-20250919-00720,19-09-2025 07:36,PROD-040,1,EMP-004
SALE-0002178,ORD-20250919-00721,19-09-2025 15:54,PROD-053,1,EMP-001
SALE-0002179,ORD-20250919-00721,19-09-2025 19:15,PROD-004,1,EMP-001
SALE-0002180,ORD-20250919-00721,19-09-2025 13:40,PROD-013,1,EMP-001
SALE-0002181,ORD-20250919-00721,19-09-2025 16:35,PROD-044,1,EMP-001
SALE-0002182,ORD-20250919-00722,19-09-2025 17:21,PROD-017,1,EMP-016
SALE-0002183,ORD-20250919-00722,19-09-2025 09:58,PROD-049,1,EMP-016
SALE-0002184,ORD-20250919-00723,19-09-2025 16:12,PROD-037,1,EMP-006
SALE-0002185,ORD-20250919-00723,19-09-2025 16:57,PROD-013,1,EMP-006
SALE-0002186,ORD-20250919-00723,19-09-2025 07:37,PROD-042,1,EMP-006
SALE-0002187,ORD-20250919-00723,19-09-2025 12:11,PROD-005,1,EMP-006
SALE-0002188,ORD-20250919-00724,19-09-2025 17:09,PROD-038,1,EMP-013
SALE-0002189,ORD-20250919-00725,19-09-2025 17:47,PROD-019,1,EMP-004
SALE-0002190,ORD-20250919-00725,19-09-2025 19:20,PROD-004,1,EMP-004
SALE-0002191,ORD-20250919-00725,19-09-2025 08:17,PROD-031,1,EMP-004
SALE-0002192,ORD-20250919-00725,19-09-2025 08:41,PROD-003,1,EMP-004
SALE-0002193,ORD-20250919-00726,19-09-2025 17:26,PROD-051,1,EMP-016
SALE-0002194,ORD-20250919-00727,19-09-2025 12:40,PROD-026,1,EMP-017
SALE-0002195,ORD-20250919-00727,19-09-2025 14:23,PROD-027,1,EMP-017
SALE-0002196,ORD-20250919-00728,19-09-2025 12:04,PROD-031,1,EMP-011
SALE-0002197,ORD-20250919-00728,19-09-2025 12:06,PROD-041,1,EMP-011
SALE-0002198,ORD-20250919-00729,19-09-2025 07:52,PROD-048,1,EMP-011
SALE-0002199,ORD-20250919-00729,19-09-2025 13:35,PROD-043,1,EMP-011
SALE-0002200,ORD-20250919-00729,19-09-2025 17:29,PROD-051,1,EMP-011
SALE-0002201,ORD-20250919-00729,19-09-2025 18:10,PROD-042,1,EMP-011
SALE-0002202,ORD-20250919-00729,19-09-2025 18:30,PROD-005,1,EMP-011
SALE-0002203,ORD-20250919-00730,19-09-2025 12:57,PROD-054,1,EMP-009
SALE-0002204,ORD-20250919-00731,19-09-2025 08:28,PROD-036,1,EMP-013
SALE-0002205,ORD-20250919-00731,19-09-2025 12:56,PROD-010,1,EMP-013
SALE-0002206,ORD-20250919-00732,19-09-2025 17:39,PROD-025,1,EMP-011
SALE-0002207,ORD-20250919-00732,19-09-2025 16:04,PROD-050,1,EMP-011
SALE-0002208,ORD-20250919-00732,19-09-2025 15:15,PROD-013,1,EMP-011
SALE-0002209,ORD-20250919-00732,19-09-2025 07:59,PROD-020,1,EMP-011
SALE-0002210,ORD-20250919-00732,19-09-2025 18:36,PROD-026,1,EMP-011
SALE-0002211,ORD-20250919-00733,19-09-2025 08:21,PROD-048,1,EMP-016
SALE-0002212,ORD-20250919-00733,19-09-2025 10:16,PROD-034,1,EMP-016
SALE-0002213,ORD-20250919-00733,19-09-2025 08:41,PROD-052,1,EMP-016
SALE-0002214,ORD-20250919-00733,19-09-2025 12:01,PROD-042,1,EMP-016
SALE-0002215,ORD-20250919-00734,19-09-2025 08:33,PROD-049,1,EMP-004
SALE-0002216,ORD-20250919-00734,19-09-2025 16:36,PROD-012,2,EMP-004
SALE-0002217,ORD-20250919-00734,19-09-2025 08:39,PROD-029,3,EMP-004
SALE-0002218,ORD-20250919-00735,19-09-2025 12:36,PROD-013,1,EMP-005
SALE-0002219,ORD-20250919-00736,19-09-2025 13:59,PROD-006,1,EMP-001
SALE-0002220,ORD-20250919-00736,19-09-2025 09:18,PROD-021,1,EMP-001
SALE-0002221,ORD-20250919-00736,19-09-2025 08:06,PROD-016,3,EMP-001
SALE-0002222,ORD-20250919-00736,19-09-2025 18:29,PROD-026,1,EMP-001
SALE-0002223,ORD-20250919-00737,19-09-2025 07:15,PROD-054,1,EMP-018
SALE-0002224,ORD-20250919-00738,19-09-2025 09:58,PROD-011,1,EMP-002
SALE-0002225,ORD-20250919-00738,19-09-2025 07:41,PROD-056,1,EMP-002
SALE-0002226,ORD-20250919-00738,19-09-2025 12:25,PROD-014,1,EMP-002
SALE-0002227,ORD-20250919-00738,19-09-2025 07:48,PROD-050,1,EMP-002
SALE-0002228,ORD-20250919-00739,19-09-2025 11:31,PROD-046,1,EMP-003
SALE-0002229,ORD-20250919-00739,19-09-2025 09:50,PROD-007,1,EMP-003
SALE-0002230,ORD-20250919-00739,19-09-2025 07:05,PROD-056,1,EMP-003
SALE-0002231,ORD-20250919-00739,19-09-2025 13:47,PROD-002,2,EMP-003
SALE-0002232,ORD-20250919-00740,19-09-2025 09:34,PROD-027,1,EMP-007
SALE-0002233,ORD-20250919-00740,19-09-2025 12:11,PROD-055,1,EMP-007
SALE-0002234,ORD-20250919-00740,19-09-2025 08:29,PROD-020,1,EMP-007
SALE-0002235,ORD-20250919-00740,19-09-2025 08:13,PROD-004,1,EMP-007
SALE-0002236,ORD-20250919-00741,19-09-2025 18:07,PROD-031,1,EMP-007
SALE-0002237,ORD-20250919-00741,19-09-2025 18:21,PROD-030,1,EMP-007
SALE-0002238,ORD-20250919-00741,19-09-2025 17:02,PROD-031,1,EMP-007
SALE-0002239,ORD-20250919-00741,19-09-2025 09:59,PROD-055,2,EMP-007
SALE-0002240,ORD-20250919-00742,19-09-2025 18:41,PROD-027,1,EMP-007
SALE-0002241,ORD-20250919-00742,19-09-2025 10:26,PROD-029,1,EMP-007
SALE-0002242,ORD-20250919-00742,19-09-2025 11:38,PROD-026,1,EMP-007
SALE-0002243,ORD-20250919-00743,19-09-2025 13:14,PROD-006,1,EMP-005
SALE-0002244,ORD-20250919-00743,19-09-2025 16:04,PROD-015,2,EMP-005
SALE-0002245,ORD-20250919-00743,19-09-2025 09:43,PROD-026,1,EMP-005
SALE-0002246,ORD-20250919-00743,19-09-2025 09:54,PROD-011,1,EMP-005
SALE-0002247,ORD-20250919-00744,19-09-2025 12:31,PROD-007,1,EMP-003
SALE-0002248,ORD-20250919-00744,19-09-2025 07:14,PROD-013,1,EMP-003
SALE-0002249,ORD-20250919-00745,19-09-2025 10:23,PROD-032,1,EMP-008
SALE-0002250,ORD-20250919-00746,19-09-2025 16:12,PROD-038,1,EMP-017
SALE-0002251,ORD-20250919-00747,19-09-2025 09:16,PROD-052,1,EMP-005
SALE-0002252,ORD-20250919-00748,19-09-2025 10:18,PROD-021,1,EMP-013
SALE-0002253,ORD-20250919-00749,19-09-2025 07:28,PROD-059,1,EMP-015
SALE-0002254,ORD-20250919-00749,19-09-2025 12:09,PROD-009,1,EMP-015
SALE-0002255,ORD-20250919-00749,19-09-2025 07:33,PROD-021,1,EMP-015
SALE-0002256,ORD-20250919-00750,19-09-2025 07:57,PROD-004,1,EMP-012
SALE-0002257,ORD-20250919-00750,19-09-2025 12:52,PROD-006,2,EMP-012
SALE-0002258,ORD-20250919-00750,19-09-2025 16:02,PROD-004,1,EMP-012
SALE-0002259,ORD-20250919-00751,19-09-2025 09:39,PROD-031,1,EMP-013
SALE-0002260,ORD-20250919-00751,19-09-2025 12:22,PROD-010,1,EMP-013
SALE-0002261,ORD-20250919-00751,19-09-2025 17:14,PROD-055,1,EMP-013
SALE-0002262,ORD-20250919-00751,19-09-2025 19:16,PROD-003,1,EMP-013
SALE-0002263,ORD-20250919-00752,19-09-2025 07:26,PROD-017,3,EMP-005
SALE-0002264,ORD-20250920-00753,20-09-2025 18:26,PROD-055,1,EMP-007
SALE-0002265,ORD-20250920-00753,20-09-2025 18:29,PROD-053,1,EMP-007
SALE-0002266,ORD-20250920-00753,20-09-2025 14:13,PROD-022,1,EMP-007
SALE-0002267,ORD-20250920-00754,20-09-2025 18:35,PROD-027,1,EMP-012
SALE-0002268,ORD-20250920-00754,20-09-2025 09:25,PROD-060,1,EMP-012
SALE-0002269,ORD-20250920-00754,20-09-2025 09:53,PROD-027,1,EMP-012
SALE-0002270,ORD-20250920-00754,20-09-2025 08:35,PROD-049,2,EMP-012
SALE-0002271,ORD-20250920-00754,20-09-2025 10:28,PROD-044,1,EMP-012
SALE-0002272,ORD-20250920-00755,20-09-2025 20:43,PROD-026,1,EMP-009
SALE-0002273,ORD-20250920-00755,20-09-2025 16:09,PROD-022,2,EMP-009
SALE-0002274,ORD-20250920-00756,20-09-2025 09:59,PROD-055,1,EMP-016
SALE-0002275,ORD-20250920-00756,20-09-2025 07:06,PROD-003,1,EMP-016
SALE-0002276,ORD-20250920-00757,20-09-2025 17:20,PROD-014,1,EMP-011
SALE-0002277,ORD-20250920-00758,20-09-2025 17:23,PROD-056,2,EMP-010
SALE-0002278,ORD-20250920-00758,20-09-2025 10:21,PROD-036,1,EMP-010
SALE-0002279,ORD-20250920-00759,20-09-2025 18:09,PROD-047,2,EMP-006
SALE-0002280,ORD-20250920-00759,20-09-2025 10:35,PROD-055,3,EMP-006
SALE-0002281,ORD-20250920-00759,20-09-2025 13:57,PROD-024,2,EMP-006
SALE-0002282,ORD-20250920-00759,20-09-2025 07:02,PROD-037,1,EMP-006
SALE-0002283,ORD-20250920-00759,20-09-2025 08:01,PROD-038,2,EMP-006
SALE-0002284,ORD-20250920-00760,20-09-2025 10:01,PROD-056,1,EMP-006
SALE-0002285,ORD-20250920-00760,20-09-2025 09:05,PROD-021,1,EMP-006
SALE-0002286,ORD-20250920-00760,20-09-2025 09:25,PROD-029,2,EMP-006
SALE-0002287,ORD-20250920-00760,20-09-2025 09:45,PROD-005,1,EMP-006
SALE-0002288,ORD-20250920-00760,20-09-2025 20:31,PROD-056,1,EMP-006
SALE-0002289,ORD-20250920-00761,20-09-2025 17:12,PROD-047,2,EMP-012
SALE-0002290,ORD-20250920-00761,20-09-2025 07:20,PROD-031,1,EMP-012
SALE-0002291,ORD-20250920-00762,20-09-2025 20:21,PROD-052,1,EMP-015
SALE-0002292,ORD-20250920-00762,20-09-2025 09:02,PROD-059,1,EMP-015
SALE-0002293,ORD-20250920-00762,20-09-2025 12:19,PROD-054,1,EMP-015
SALE-0002294,ORD-20250920-00763,20-09-2025 13:21,PROD-027,1,EMP-009
SALE-0002295,ORD-20250920-00764,20-09-2025 18:46,PROD-037,1,EMP-005
SALE-0002296,ORD-20250920-00764,20-09-2025 07:28,PROD-057,1,EMP-005
SALE-0002297,ORD-20250920-00764,20-09-2025 09:32,PROD-016,1,EMP-005
SALE-0002298,ORD-20250920-00765,20-09-2025 07:23,PROD-031,1,EMP-008
SALE-0002299,ORD-20250920-00766,20-09-2025 14:47,PROD-051,1,EMP-001
SALE-0002300,ORD-20250920-00767,20-09-2025 13:21,PROD-059,1,EMP-015
SALE-0002301,ORD-20250920-00767,20-09-2025 13:12,PROD-005,1,EMP-015
SALE-0002302,ORD-20250920-00767,20-09-2025 14:05,PROD-053,1,EMP-015
SALE-0002303,ORD-20250920-00767,20-09-2025 07:05,PROD-058,1,EMP-015
SALE-0002304,ORD-20250920-00767,20-09-2025 16:45,PROD-013,1,EMP-015
SALE-0002305,ORD-20250920-00768,20-09-2025 10:32,PROD-029,1,EMP-002
SALE-0002306,ORD-20250920-00768,20-09-2025 17:36,PROD-005,1,EMP-002
SALE-0002307,ORD-20250920-00768,20-09-2025 17:48,PROD-036,1,EMP-002
SALE-0002308,ORD-20250920-00768,20-09-2025 11:18,PROD-025,1,EMP-002
SALE-0002309,ORD-20250920-00768,20-09-2025 12:41,PROD-033,1,EMP-002
SALE-0002310,ORD-20250920-00769,20-09-2025 07:31,PROD-002,1,EMP-003
SALE-0002311,ORD-20250920-00769,20-09-2025 16:05,PROD-032,1,EMP-003
SALE-0002312,ORD-20250920-00770,20-09-2025 12:58,PROD-053,1,EMP-011
SALE-0002313,ORD-20250920-00771,20-09-2025 14:20,PROD-057,1,EMP-009
SALE-0002314,ORD-20250920-00772,20-09-2025 16:20,PROD-030,1,EMP-010
SALE-0002315,ORD-20250920-00772,20-09-2025 08:44,PROD-052,1,EMP-010
SALE-0002316,ORD-20250920-00772,20-09-2025 16:25,PROD-032,1,EMP-010
SALE-0002317,ORD-20250920-00772,20-09-2025 08:48,PROD-003,2,EMP-010
SALE-0002318,ORD-20250920-00773,20-09-2025 20:40,PROD-004,1,EMP-013
SALE-0002319,ORD-20250920-00773,20-09-2025 16:57,PROD-021,1,EMP-013
SALE-0002320,ORD-20250920-00773,20-09-2025 06:30,PROD-029,1,EMP-013
SALE-0002321,ORD-20250920-00774,20-09-2025 09:54,PROD-029,1,EMP-006
SALE-0002322,ORD-20250920-00774,20-09-2025 14:27,PROD-013,1,EMP-006
SALE-0002323,ORD-20250920-00774,20-09-2025 13:22,PROD-040,1,EMP-006
SALE-0002324,ORD-20250920-00774,20-09-2025 12:09,PROD-037,1,EMP-006
SALE-0002325,ORD-20250920-00775,20-09-2025 06:19,PROD-036,1,EMP-016
SALE-0002326,ORD-20250920-00775,20-09-2025 10:07,PROD-036,1,EMP-016
SALE-0002327,ORD-20250920-00775,20-09-2025 10:44,PROD-054,1,EMP-016
SALE-0002328,ORD-20250920-00775,20-09-2025 10:26,PROD-040,1,EMP-016
SALE-0002329,ORD-20250920-00776,20-09-2025 16:35,PROD-038,1,EMP-016
SALE-0002330,ORD-20250920-00776,20-09-2025 18:20,PROD-017,1,EMP-016
SALE-0002331,ORD-20250920-00776,20-09-2025 12:52,PROD-054,2,EMP-016
SALE-0002332,ORD-20250920-00777,20-09-2025 17:24,PROD-040,1,EMP-017
SALE-0002333,ORD-20250920-00777,20-09-2025 11:38,PROD-018,1,EMP-017
SALE-0002334,ORD-20250920-00777,20-09-2025 10:12,PROD-010,1,EMP-017
SALE-0002335,ORD-20250920-00778,20-09-2025 08:40,PROD-054,1,EMP-016
SALE-0002336,ORD-20250920-00779,20-09-2025 11:20,PROD-014,1,EMP-011
SALE-0002337,ORD-20250920-00779,20-09-2025 13:59,PROD-019,1,EMP-011
SALE-0002338,ORD-20250920-00779,20-09-2025 15:12,PROD-019,1,EMP-011
SALE-0002339,ORD-20250920-00780,20-09-2025 13:54,PROD-022,1,EMP-014
SALE-0002340,ORD-20250920-00780,20-09-2025 07:41,PROD-005,1,EMP-014
SALE-0002341,ORD-20250920-00780,20-09-2025 16:09,PROD-042,1,EMP-014
SALE-0002342,ORD-20250920-00780,20-09-2025 10:20,PROD-032,1,EMP-014
SALE-0002343,ORD-20250920-00781,20-09-2025 09:37,PROD-003,1,EMP-015
SALE-0002344,ORD-20250920-00781,20-09-2025 17:35,PROD-038,1,EMP-015
SALE-0002345,ORD-20250920-00781,20-09-2025 10:01,PROD-040,1,EMP-015
SALE-0002346,ORD-20250920-00781,20-09-2025 09:53,PROD-036,1,EMP-015
SALE-0002347,ORD-20250920-00781,20-09-2025 16:02,PROD-055,1,EMP-015
SALE-0002348,ORD-20250920-00782,20-09-2025 07:04,PROD-058,1,EMP-016
SALE-0002349,ORD-20250920-00782,20-09-2025 14:05,PROD-038,1,EMP-016
SALE-0002350,ORD-20250920-00783,20-09-2025 16:31,PROD-047,1,EMP-011
SALE-0002351,ORD-20250920-00783,20-09-2025 16:44,PROD-012,1,EMP-011
SALE-0002352,ORD-20250920-00783,20-09-2025 10:07,PROD-018,1,EMP-011
SALE-0002353,ORD-20250920-00783,20-09-2025 07:43,PROD-031,1,EMP-011
SALE-0002354,ORD-20250920-00784,20-09-2025 16:09,PROD-040,1,EMP-008
SALE-0002355,ORD-20250920-00785,20-09-2025 11:18,PROD-050,1,EMP-001
SALE-0002356,ORD-20250920-00785,20-09-2025 07:37,PROD-054,1,EMP-001
SALE-0002357,ORD-20250920-00785,20-09-2025 13:37,PROD-015,1,EMP-001
SALE-0002358,ORD-20250920-00785,20-09-2025 08:00,PROD-051,1,EMP-001
SALE-0002359,ORD-20250920-00786,20-09-2025 11:10,PROD-034,1,EMP-012
SALE-0002360,ORD-20250920-00786,20-09-2025 09:16,PROD-036,1,EMP-012
SALE-0002361,ORD-20250920-00786,20-09-2025 10:41,PROD-049,1,EMP-012
SALE-0002362,ORD-20250920-00786,20-09-2025 07:24,PROD-029,1,EMP-012
SALE-0002363,ORD-20250920-00786,20-09-2025 12:47,PROD-014,2,EMP-012
SALE-0002364,ORD-20250920-00787,20-09-2025 10:41,PROD-034,1,EMP-012
SALE-0002365,ORD-20250920-00787,20-09-2025 07:00,PROD-020,1,EMP-012
SALE-0002366,ORD-20250920-00787,20-09-2025 18:24,PROD-044,1,EMP-012
SALE-0002367,ORD-20250920-00788,20-09-2025 11:38,PROD-017,1,EMP-016
SALE-0002368,ORD-20250920-00788,20-09-2025 07:00,PROD-007,2,EMP-016
SALE-0002369,ORD-20250920-00789,20-09-2025 09:24,PROD-021,1,EMP-001
SALE-0002370,ORD-20250920-00789,20-09-2025 10:41,PROD-035,1,EMP-001
SALE-0002371,ORD-20250920-00789,20-09-2025 10:01,PROD-006,1,EMP-001
SALE-0002372,ORD-20250920-00790,20-09-2025 18:56,PROD-006,2,EMP-015
SALE-0002373,ORD-20250920-00790,20-09-2025 15:43,PROD-054,1,EMP-015
SALE-0002374,ORD-20250920-00790,20-09-2025 07:46,PROD-060,1,EMP-015
SALE-0002375,ORD-20250920-00791,20-09-2025 07:44,PROD-049,1,EMP-016
SALE-0002376,ORD-20250920-00792,20-09-2025 11:53,PROD-001,1,EMP-002
SALE-0002377,ORD-20250920-00793,20-09-2025 19:56,PROD-037,1,EMP-003
SALE-0002378,ORD-20250920-00794,20-09-2025 13:55,PROD-052,1,EMP-001
SALE-0002379,ORD-20250920-00794,20-09-2025 20:02,PROD-027,1,EMP-001
SALE-0002380,ORD-20250920-00794,20-09-2025 13:50,PROD-002,1,EMP-001
SALE-0002381,ORD-20250920-00795,20-09-2025 10:30,PROD-048,1,EMP-012
SALE-0002382,ORD-20250920-00796,20-09-2025 09:40,PROD-049,1,EMP-005
SALE-0002383,ORD-20250920-00796,20-09-2025 20:49,PROD-054,1,EMP-005
SALE-0002384,ORD-20250920-00796,20-09-2025 10:27,PROD-015,1,EMP-005
SALE-0002385,ORD-20250920-00796,20-09-2025 09:29,PROD-013,2,EMP-005
SALE-0002386,ORD-20250920-00796,20-09-2025 09:58,PROD-024,1,EMP-005
SALE-0002387,ORD-20250920-00797,20-09-2025 17:36,PROD-030,1,EMP-006
SALE-0002388,ORD-20250920-00797,20-09-2025 10:52,PROD-041,1,EMP-006
SALE-0002389,ORD-20250920-00797,20-09-2025 11:36,PROD-047,1,EMP-006
SALE-0002390,ORD-20250920-00797,20-09-2025 08:14,PROD-020,1,EMP-006
SALE-0002391,ORD-20250920-00797,20-09-2025 09:53,PROD-049,1,EMP-006
SALE-0002392,ORD-20250920-00798,20-09-2025 12:47,PROD-006,1,EMP-008
SALE-0002393,ORD-20250920-00798,20-09-2025 13:09,PROD-014,1,EMP-008
SALE-0002394,ORD-20250920-00798,20-09-2025 18:32,PROD-016,2,EMP-008
SALE-0002395,ORD-20250920-00798,20-09-2025 13:19,PROD-019,1,EMP-008
SALE-0002396,ORD-20250920-00799,20-09-2025 18:12,PROD-036,1,EMP-004
SALE-0002397,ORD-20250920-00799,20-09-2025 08:49,PROD-034,1,EMP-004
SALE-0002398,ORD-20250920-00799,20-09-2025 07:22,PROD-036,1,EMP-004
SALE-0002399,ORD-20250920-00799,20-09-2025 10:19,PROD-046,1,EMP-004
SALE-0002400,ORD-20250920-00799,20-09-2025 12:43,PROD-043,1,EMP-004
SALE-0002401,ORD-20250920-00800,20-09-2025 13:55,PROD-047,1,EMP-009
SALE-0002402,ORD-20250920-00801,20-09-2025 18:43,PROD-039,1,EMP-012
SALE-0002403,ORD-20250920-00801,20-09-2025 11:57,PROD-042,1,EMP-012
SALE-0002404,ORD-20250920-00801,20-09-2025 08:53,PROD-012,1,EMP-012
SALE-0002405,ORD-20250920-00801,20-09-2025 15:15,PROD-009,1,EMP-012
